Area_Year,"1_Live births_Total, Canada and place of residence of mother outside Canada 10 11","1_Live births_Canada, place of residence of mother 10",1_Live births_Place of residence of mother outside Canada 11,"2_Number of students in elementary and secondary schools_Total, school type Total, program type","2_Number of students in elementary and secondary schools_Public school Total, program type","2_Number of students in elementary and secondary schools_Priviate school Total, program type","2_Number of students in elementary and secondary schools_Home-schooling Total, program type",3_Number of full-time and part-time educators,4_Canada_gdp_yearly_Final consumption expenditure,4_Canada_gdp_yearly_Household final consumption expenditure,4_Canada_gdp_yearly_Goods,4_Canada_gdp_yearly_Durable goods,4_Canada_gdp_yearly_Semi-durable goods,4_Canada_gdp_yearly_Non-durable goods,4_Canada_gdp_yearly_Services,4_Canada_gdp_yearly_Non-profit institutions serving households final consumption expenditure,4_Canada_gdp_yearly_General governments final consumption expenditure,4_Canada_gdp_yearly_Gross fixed capital formation,4_Canada_gdp_yearly_Business gross fixed capital formation,4_Canada_gdp_yearly_Residential structures,"4_Canada_gdp_yearly_Non-residential structures, machinery and equipment",4_Canada_gdp_yearly_Non-residential structures,4_Canada_gdp_yearly_Machinery and equipment,4_Canada_gdp_yearly_Intellectual property products,4_Canada_gdp_yearly_Non-profit institutions serving households gross fixed capital formation,4_Canada_gdp_yearly_General governments gross fixed capital formation,4_Canada_gdp_yearly_Investment in inventories,4_Canada_gdp_yearly_Of which: business investment in inventories,4_Canada_gdp_yearly_Non-farm,4_Canada_gdp_yearly_Farm,4_Canada_gdp_yearly_Exports of goods and services,4_Canada_gdp_yearly_Exports to other countries,4_Canada_gdp_yearly_Exports of goods to other countries,4_Canada_gdp_yearly_Exports of services to other countries,4_Canada_gdp_yearly_Exports to other provinces,4_Canada_gdp_yearly_Exports of goods to other provinces,4_Canada_gdp_yearly_Exports of services to other provinces,4_Canada_gdp_yearly_Less: imports of goods and services,4_Canada_gdp_yearly_Imports from other countries,4_Canada_gdp_yearly_Imports of goods from other countries,4_Canada_gdp_yearly_Imports of services from other countries,4_Canada_gdp_yearly_Imports from other provinces,4_Canada_gdp_yearly_Imports of goods from other provinces,4_Canada_gdp_yearly_Imports of services from other provinces,4_Canada_gdp_yearly_Statistical discrepancy,4_Canada_gdp_yearly_Gross domestic product at market prices,4_Canada_gdp_yearly_Final domestic demand,6_Estimates of population,7_Dependency ratio,9_Postsecondary enrolments
Ontario_2019,"142,690","142,641",49,"2,200,749","2,040,483","151,077","9,192",,"634,609","463,908","204,506","62,413","34,753","107,448","259,537","13,382","157,353","157,762","129,613","56,279","55,971","28,490","27,489","17,940",792,"27,342","2,949","2,908","2,378",475,"411,618","275,809","203,982","72,863","134,944","34,568","100,606","404,337","302,794","248,244","54,642","101,014","50,418","50,773",-116,"803,505","792,394","14,544,701",63.4,"889,755"
Ontario_2020,"138,196","137,907",289,"2,220,585","2,056,059","154,638","9,891",,"598,667","427,043","199,445","57,742","31,075","110,499","228,405","13,411","158,071","163,156","132,391","61,296","52,950","28,709","24,280","18,186",847,"29,998","-7,749","-7,896","-8,703",643,"379,837","248,221","181,645","67,663","131,131","33,397","97,974","370,777","275,634","227,717","48,174","94,810","48,964","45,980",-262,"766,072","762,871","14,745,712",63.6,"907,641"
Ontario_2021,"142,122","141,766",356,"2,192,193","2,025,258","143,469","23,466",,"628,667","445,853","207,666","61,748","34,532","111,460","239,003","13,592","168,972","177,469","146,166","70,087","56,653","29,374","27,395","18,851",905,"30,274","3,462","3,621","3,050",514,"384,834","248,312","182,179","67,173","136,208","34,473","102,014","391,933","294,055","242,950","51,383","97,409","48,852","48,797",-246,"805,813","807,865","14,826,276",63.9,"903,780"
Prince Edward Island_1991,"1,851","1,851",0,,,,,,"3,533","2,234","1,194",178,137,934,"1,041",42,"1,270",613,418,187,219,135,103,8,5,192,-29,-28,-16,-19,"1,114",320,253,64,835,283,589,"1,778",277,227,56,"1,647",759,889,-77,"3,340","4,147",,,
Prince Edward Island_1992,"1,827","1,827",0,,,,,,"3,541","2,279","1,212",183,136,948,"1,068",37,"1,232",513,290,168,123,76,57,8,8,228,40,41,3,75,"1,255",431,337,92,856,308,581,"1,833",320,271,52,"1,642",750,893,-55,"3,445","4,041",,,
Prince Edward Island_1993,"1,739","1,737",2,,,,,,"3,582","2,329","1,241",189,141,965,"1,089",49,"1,206",542,322,183,137,75,69,11,9,219,-9,-10,6,-29,"1,325",432,318,123,929,330,637,"1,854",338,285,59,"1,636",728,908,-76,"3,495","4,114",,,"4,563"
Prince Edward Island_1994,"1,693","1,693",0,,,,,,"3,625","2,375","1,259",193,144,976,"1,117",47,"1,202",624,448,175,248,207,90,13,8,160,17,17,26,-17,"1,336",505,379,133,861,302,597,"1,901",370,308,69,"1,637",755,884,-16,"3,683","4,250",,,"4,812"
Prince Edward Island_1995,"1,747","1,747",0,,,,,,"3,706","2,426","1,281",193,150,992,"1,146",48,"1,231",666,499,164,301,276,98,11,9,143,74,74,30,66,"1,445",557,420,144,919,307,659,"2,007",388,323,71,"1,734",829,908,3,"3,918","4,378",,,"4,326"
Prince Edward Island_1996,"1,663","1,663",0,,,,,,"3,823","2,489","1,305",199,154,"1,003","1,185",52,"1,284",721,546,177,329,369,74,13,9,150,8,8,0,14,"1,493",566,417,165,961,346,649,"2,050",368,299,79,"1,819",894,928,29,"4,044","4,556",,,"4,218"
Prince Edward Island_1997,"1,569","1,567",2,,,,,,"3,927","2,564","1,354",221,160,"1,016","1,211",60,"1,303",593,396,190,187,117,88,21,8,191,114,114,87,30,"1,643",706,532,184,957,357,629,"2,209",462,385,84,"1,847",923,928,9,"4,097","4,509",,,"4,155"
Prince Edward Island_1998,"1,476","1,476",0,"24,399","24,396",,,,"4,032","2,653","1,398",232,166,"1,041","1,255",62,"1,316",617,424,175,219,104,121,22,3,190,73,73,79,-22,"1,870",879,675,208,"1,001",391,633,"2,383",539,462,82,"1,922",915,"1,009",26,"4,251","4,639",,,"4,629"
Prince Edward Island_1999,"1,491","1,490",1,"24,147","24,144",,,,"4,271","2,751","1,470",251,177,"1,077","1,284",73,"1,453",715,505,203,268,114,154,23,7,197,44,44,44,-6,"2,033","1,018",802,206,"1,013",396,640,"2,632",594,507,92,"2,127","1,026","1,103",1,"4,435","4,983",,,"4,860"
Prince Edward Island_2000,"1,417","1,417",0,"24,087","24,090",,,,"4,418","2,867","1,514",269,183,"1,089","1,355",73,"1,481",766,546,243,275,137,146,22,8,204,95,94,69,30,"2,118","1,047",828,205,"1,072",436,651,"2,837",656,558,104,"2,265","1,136","1,132",-7,"4,554","5,185",,,"5,070"
Prince Edward Island_2001,"1,354","1,354",0,"23,151","23,154",,,,"4,528","2,915","1,525",274,192,"1,081","1,392",68,"1,551",797,538,249,259,137,134,27,9,251,-67,-66,9,-114,"2,086","1,003",782,219,"1,091",442,665,"2,811",668,564,111,"2,214","1,043","1,174",-16,"4,490","5,326","136,665",68.5,"5,046"
Prince Edward Island_2002,"1,309","1,309",0,"22,842","22,842",,,"1,602","4,590","3,019","1,570",288,198,"1,103","1,450",77,"1,493",820,544,262,261,134,137,21,9,271,76,77,5,103,"2,079","1,005",777,227,"1,080",445,647,"2,884",681,565,126,"2,280","1,094","1,188",24,"4,705","5,412","136,880",67.4,"5,373"
Prince Edward Island_2003,"1,389","1,389",0,"23,241","23,244",,,"1,587","4,723","3,094","1,600",296,203,"1,120","1,495",72,"1,557",859,590,287,277,116,162,27,8,261,38,36,36,-6,"2,197","1,083",840,241,"1,116",468,658,"3,007",751,635,123,"2,307","1,104","1,206",-6,"4,794","5,586","137,227",66.4,"5,601"
Prince Edward Island_2004,"1,372","1,371",1,"22,905","22,905",,,"1,587","4,826","3,175","1,625",310,203,"1,127","1,550",72,"1,577",892,667,326,315,142,178,26,3,207,36,35,27,10,"2,290","1,140",877,262,"1,148",506,643,"3,075",766,651,120,"2,366","1,131","1,238",-12,"4,951","5,721","137,680",65.5,"6,096"
Prince Edward Island_2005,"1,314","1,314",0,"22,392","22,395",,,"1,539","5,083","3,262","1,665",334,213,"1,126","1,597",75,"1,752",963,636,312,293,92,194,33,12,323,-14,-14,8,-36,"2,277","1,186",884,299,"1,084",417,692,"3,152",830,717,116,"2,359","1,067","1,296",-25,"5,122","6,051","138,064",64.7,"5,790"
Prince Edward Island_2006,"1,388","1,388",0,"21,948","21,948",,,"1,548","5,209","3,358","1,685",342,227,"1,120","1,674",75,"1,782","1,064",672,304,330,108,215,37,15,393,-9,-8,-31,39,"2,328","1,130",838,290,"1,196",486,726,"3,309",880,753,132,"2,464","1,083","1,385",-4,"5,261","6,279","137,867",64.2,"5,874"
Prince Edward Island_2007,"1,367","1,367",0,"21,411","21,366",0,45,"1,581","5,306","3,511","1,782",365,243,"1,178","1,729",70,"1,724","1,131",820,316,450,272,190,49,16,292,-23,-23,8,-44,"2,503","1,275",937,335,"1,226",562,664,"3,647",969,829,144,"2,716","1,383","1,336",-3,"5,228","6,444","137,711",64.1,"6,045"
Prince Edward Island_2008,"1,452","1,452",0,"21,063","20,811",195,54,"1,638","5,456","3,604","1,828",379,248,"1,204","1,776",71,"1,782","1,027",783,310,423,239,193,46,23,214,13,19,45,-35,"2,463","1,260",920,338,"1,201",545,656,"3,635",962,826,140,"2,713","1,366","1,349",3,"5,284","6,486","138,749",64,"6,132"
Prince Edward Island_2009,"1,406","1,406",0,"20,595","20,322",213,60,"1,644","5,557","3,650","1,845",380,247,"1,221","1,805",66,"1,842","1,038",665,326,300,121,179,40,5,369,-112,-114,-108,-2,"2,354","1,084",723,359,"1,268",567,703,"3,496","1,006",882,125,"2,508","1,173","1,336",8,"5,305","6,597","139,891",63.8,"7,104"
Prince Edward Island_2010,"1,375","1,375",0,"20,202","19,953",192,57,"1,749","5,744","3,782","1,914",423,257,"1,234","1,869",69,"1,894",981,668,340,289,114,175,39,8,306,6,7,-10,19,"2,385","1,020",688,330,"1,364",629,737,"3,656","1,110",967,145,"2,553","1,194","1,359",-3,"5,412","6,724","141,654",63.5,"5,841"
Prince Edward Island_2011,"1,409","1,408",1,"21,432","21,162",204,69,"1,764","5,820","3,859","1,945",422,262,"1,262","1,914",73,"1,888","1,097",738,351,349,147,203,37,9,350,16,14,32,-20,"2,420","1,027",695,330,"1,393",630,764,"3,784","1,165","1,021",146,"2,625","1,231","1,396",2,"5,527","6,916","143,963",63.4,"6,126"
Prince Edward Island_2012,"1,292","1,292",0,"21,120","20,832",207,81,"1,767","5,818","3,897","1,955",455,261,"1,239","1,942",74,"1,847",965,706,350,317,122,195,39,8,251,25,21,26,-5,"2,467","1,002",658,344,"1,465",687,778,"3,679","1,268","1,124",145,"2,410","1,107","1,303",-10,"5,586","6,783","144,530",64,"6,564"
Prince Edward Island_2013,"1,380","1,380",0,"20,700","20,406",210,81,"1,692","5,833","3,953","1,970",478,261,"1,231","1,983",72,"1,809","1,031",766,345,379,151,228,42,12,253,63,65,79,-14,"2,555","1,014",655,359,"1,541",775,767,"3,758","1,324","1,156",167,"2,436","1,226","1,212",1,"5,684","6,864","144,094",65.3,"6,603"
Prince Edward Island_2014,"1,395","1,395",0,"20,427","20,130",210,84,"1,686","5,862","3,997","1,992",498,265,"1,230","2,005",74,"1,792",940,718,309,362,138,224,47,9,213,31,32,46,-14,"2,665","1,163",743,421,"1,497",779,717,"3,749","1,299","1,132",167,"2,449","1,167","1,284",0,"5,690","6,803","144,283",66.8,"6,015"
Prince Edward Island_2015,"1,320","1,320",0,"20,256","19,938",225,90,"1,683","5,924","4,069","2,021",518,276,"1,228","2,047",75,"1,783",874,662,333,288,108,180,43,7,204,19,20,27,-7,"2,874","1,355",844,515,"1,513",754,761,"3,837","1,296","1,113",183,"2,538","1,213","1,326",-4,"5,770","6,797","144,546",67.9,"6,390"
Prince Edward Island_2016,"1,375","1,375",0,"20,073","19,713",240,120,"1,611","6,046","4,167","2,077",554,287,"1,235","2,089",81,"1,802",977,748,356,348,164,186,45,6,221,-21,-21,-24,3,"2,888","1,374",872,503,"1,508",770,737,"3,922","1,298","1,112",186,"2,622","1,184","1,439",-4,"5,894","7,024","146,969",68.7,"6,360"
Prince Edward Island_2017,"1,311","1,311",0,"20,475","20,007",276,189,,"6,187","4,274","2,144",579,297,"1,267","2,129",81,"1,837","1,193",920,438,429,208,224,54,6,264,21,19,25,-5,"2,998","1,393",864,535,"1,599",833,762,"4,155","1,383","1,215",168,"2,770","1,271","1,499",-8,"6,170","7,386","150,402",69,"6,189"
Prince Edward Island_2018,"1,283","1,283",0,"20,691","20,187",342,162,,"6,337","4,369","2,166",567,301,"1,299","2,201",85,"1,888","1,210",943,460,423,209,217,62,7,257,30,33,44,-9,"2,998","1,415",806,632,"1,577",807,768,"4,232","1,433","1,251",181,"2,796","1,264","1,532",7,"6,277","7,554","153,396",69.5,"8,037"
Prince Edward Island_2019,"1,302","1,302",0,"20,970","20,361",441,171,,"6,496","4,498","2,202",584,301,"1,318","2,293",88,"1,916","1,336","1,039",555,418,205,216,70,9,285,58,59,23,33,"3,070","1,466",806,692,"1,597",815,781,"4,324","1,406","1,217",187,"2,920","1,327","1,592",5,"6,562","7,843","157,419",69.6,"7,455"
Prince Edward Island_2020,"1,292","1,292",0,"21,399","20,733",474,195,,"6,425","4,361","2,174",574,281,"1,321","2,186",94,"1,970","1,381","1,028",583,378,202,180,70,11,342,-146,-147,-133,-16,"3,074","1,459",884,582,"1,609",858,744,"4,231","1,259","1,118",141,"2,987","1,373","1,613",5,"6,454","7,818","161,329",69.3,"8,505"
Prince Edward Island_2021,"1,447","1,447",0,"21,756","20,640",558,558,,"6,931","4,715","2,356",647,339,"1,371","2,359",96,"2,120","1,467","1,107",667,370,196,178,71,10,347,-47,-50,-166,90,"3,310","1,543",966,573,"1,761",918,839,"4,624","1,477","1,300",177,"3,155","1,464","1,690",3,"6,965","8,410","164,318",68.6,"8,616"
Quebec_1991,"96,230","96,199",31,,,,,,"186,106","119,650","60,338","12,883","7,439","42,312","59,270","2,587","65,573","40,534","32,573","14,373","15,018","11,502","5,861","2,893",203,"7,716","-2,501","-2,476","-2,471",71,"89,826","44,560","38,222","6,266","46,809","27,419","19,320","90,145","48,827","41,767","7,203","42,946","21,156","21,599",-365,"224,585","226,677",,,
Quebec_1992,"94,800","94,765",35,,,,,,"188,611","121,246","60,688","12,855","7,364","42,911","60,569","2,834","66,221","38,847","30,995","14,386","13,751","10,084","5,542","2,935",210,"7,611","-1,807","-1,806","-1,690",-108,"90,598","47,324","40,725","6,507","44,708","25,277","19,351","90,268","49,496","42,510","7,104","42,253","20,854","21,215","-1,724","225,375","227,389",,,
Quebec_1993,"91,201","91,166",35,,,,,,"190,336","123,295","61,520","12,790","7,690","43,478","61,805","2,729","65,857","39,116","30,685","13,677","13,563","10,997","5,060","3,436",245,"8,182",-505,-513,-486,-22,"97,637","53,982","46,940","6,870","44,977","24,763","20,157","96,703","53,857","46,350","7,622","44,189","21,365","22,619",-244,"230,500","229,379",,,"449,112"
Quebec_1994,"89,346","89,302",44,,,,,,"193,851","126,957","63,620","13,071","8,112","44,926","63,346","2,490","65,806","39,939","31,350","15,403","12,747","9,286","5,156","3,925",230,"8,357",619,618,457,209,"107,158","63,868","55,652","7,991","44,239","24,622","19,543","99,403","54,540","46,756","7,924","46,509","24,839","21,428","-2,497","241,075","233,721",,,"440,490"
Quebec_1995,"86,172","86,142",30,,,,,,"195,363","128,930","64,154","12,918","8,441","45,272","64,813","2,671","64,962","37,692","29,149","11,802","13,015","8,704","5,565","4,064",235,"8,340","2,462","2,457","2,473",-93,"112,702","67,287","58,654","8,391","46,396","25,553","20,796","102,044","56,696","48,587","8,256","46,804","25,206","21,343","-1,667","246,253","232,829",,,"433,029"
Quebec_1996,"84,193","84,151",42,,,,,,"199,442","133,256","66,451","13,977","8,595","46,181","66,834","2,981","64,085","41,131","32,374","13,782","13,995","8,234","6,439","4,617",232,"8,518",351,357,245,146,"116,008","70,690","61,039","9,536","46,092","25,958","20,012","107,551","60,843","52,261","8,728","47,900","25,491","22,168",-887,"249,340","240,479",,,"425,532"
Quebec_1997,"78,893","78,856",37,,,,,,"204,711","138,528","69,289","15,542","8,774","46,923","69,257","3,709","62,994","42,298","34,024","13,099","15,876","8,247","7,773","4,348",203,"8,013",649,646,582,72,"125,357","76,859","66,147","10,631","49,274","28,126","20,974","116,975","69,433","60,189","9,379","47,892","24,665","23,025",-85,"256,374","246,916",,,"413,559"
Quebec_1998,"74,926","74,894",32,"1,260,480","1,260,480",,,,"208,020","141,805","71,264","16,309","9,178","47,496","70,540","3,648","62,897","45,325","36,522","12,624","17,868","9,160","8,802","4,697",193,"8,540",381,388,358,29,"133,345","84,720","72,557","12,137","49,131","26,677","22,413","122,980","74,305","65,450","8,986","48,664","24,061","24,422",150,"264,665","253,354",,,"405,918"
Quebec_1999,"72,859","72,806",53,"1,250,247","1,250,247",,,,"214,351","146,694","73,935","17,516","9,381","48,579","72,745","4,137","63,736","48,351","39,211","13,049","19,166","8,527","10,036","5,486",170,"8,902","2,840","2,836","2,786",-38,"147,924","96,323","83,467","12,674","51,920","28,416","23,441","134,257","82,211","73,207","9,170","51,710","25,094","26,429",327,"280,467","262,774",,,"405,705"
Quebec_2000,"71,151","71,086",65,"1,247,757","1,247,757",,,,"221,710","151,760","76,520","18,525","9,760","49,601","75,225","4,428","65,739","50,927","41,623","13,252","20,435","9,559","10,472","6,202",234,"8,967","3,092","3,084","3,087",-119,"164,119","109,942","95,266","14,469","54,271","28,432","25,904","147,298","89,804","80,639","9,375","57,233","27,285","29,763",-370,"292,882","272,726",,,"412,686"
Quebec_2001,"72,739","72,683",56,"1,237,980","1,237,983",,,,"228,326","155,163","78,339","19,374","10,187","49,893","76,801","4,704","68,846","52,334","41,621","15,544","18,661","9,521","9,161","6,573",257,"10,413","-2,026","-2,027","-2,094",166,"160,934","104,286","89,415","14,813","57,047","31,107","25,865","141,298","83,674","74,789","9,060","58,049","28,547","29,253",-706,"297,992","280,752","7,396,456",58.8,"437,499"
Quebec_2002,"71,509","71,468",41,"1,244,691","1,244,688",,,"93,084","236,132","161,058","82,157","21,194","10,684","51,093","78,826","5,287","70,122","55,549","44,124","19,203","18,298","9,664","8,813","6,564",314,"11,064","-1,833","-1,819","-1,785",17,"160,746","103,611","88,514","15,076","57,578","31,413","26,087","144,304","84,521","75,051","9,600","60,479","31,427","28,682",-395,"306,269","291,779","7,441,656",58.3,"439,857"
Quebec_2003,"72,838","72,797",41,"1,244,943","1,244,943",,,"93,360","243,155","165,642","84,582","22,140","11,170","51,917","80,977","5,221","72,652","58,751","47,031","20,868","19,475","10,343","9,348","6,700",286,"11,364",-113,-124,-275,250,"157,201","98,408","83,313","15,116","59,349","32,525","26,729","149,262","87,492","77,431","10,164","62,473","32,561","29,522",-124,"309,948","301,999","7,485,753",57.9,"446,328"
Quebec_2004,"73,033","73,005",28,"1,240,821","1,240,818",,,"93,201","248,092","169,956","85,995","22,421","11,657","52,487","83,919","5,102","73,295","64,907","52,223","23,855","21,889","11,337","10,681","6,556",177,"12,426","1,466","1,469","1,328",160,"160,057","102,305","87,401","14,897","58,302","31,305","26,972","156,624","93,607","83,237","10,529","63,479","31,887","31,303",-587,"317,700","313,041","7,535,590",57.6,"450,885"
Quebec_2005,"75,231","75,201",30,"1,232,664","1,232,664",,,"93,270","252,962","174,528","87,051","22,705","12,145","52,664","87,500","5,324","73,246","66,033","51,959","23,690","21,574","10,284","11,120","6,787",389,"13,649","3,268","3,266","3,188",-36,"163,856","105,071","90,479","14,561","59,352","30,833","28,627","163,584","100,514","89,777","10,953","63,262","30,772","32,326",-587,"322,404","319,040","7,581,476",57.5,"452,574"
Quebec_2006,"80,853","80,828",25,"1,062,324","1,062,324",,,"96,132","259,761","179,717","89,420","23,607","12,773","53,368","90,331","5,442","74,699","67,588","53,854","23,674","23,279","10,917","12,128","6,873",388,"13,282","1,783","1,794","1,831",-136,"166,553","106,014","90,521","15,490","61,086","31,316","29,940","169,052","104,872","93,029","12,005","64,297","30,659","33,561",-545,"326,298","327,400","7,631,966",57.6,"451,404"
Quebec_2007,"83,202","83,176",26,"1,175,469","1,046,118","129,204",147,"96,222","268,657","186,990","93,100","24,749","13,479","55,138","93,922","5,276","76,425","71,820","57,245","25,041","24,912","11,868","12,837","7,249",304,"14,210","1,441","1,431","1,354",65,"169,634","104,991","89,575","15,415","65,097","35,731","29,287","177,352","111,373","98,860","12,691","66,043","33,049","32,736",16,"334,273","340,490","7,692,916",58.1,"454,776"
Quebec_2008,"87,630","87,594",36,"1,320,495","1,188,903","130,803",789,"96,144","275,973","193,019","96,944","26,918","14,330","55,769","96,088","5,760","77,176","73,696","56,960","24,152","25,121","11,790","13,090","7,611",408,"16,314","2,034","2,008","2,083",-140,"164,165","101,904","86,866","15,041","62,709","32,688","30,095","175,185","112,404","100,085","12,515","62,756","30,074","32,556",-57,"340,867","349,685","7,761,725",58.6,"463,641"
Quebec_2009,"88,074","88,041",33,"1,319,697","1,187,610","131,148",939,"96,930","280,220","194,501","97,740","26,795","14,560","56,472","96,774","5,548","80,210","70,604","52,212","23,548","21,784","11,821","10,033","6,884",423,"18,012","-1,696","-1,665","-1,554",-107,"157,867","93,040","76,834","16,212","65,015","34,970","30,046","168,806","106,946","92,938","14,068","61,886","27,775","34,108",-109,"338,180","350,820","7,843,383",59,"471,396"
Quebec_2010,"87,045","87,015",30,"1,322,439","1,189,632","131,796","1,011","97,032","289,303","202,081","101,071","28,378","15,619","57,068","101,018","5,475","81,757","73,918","55,503","25,874","22,402","11,369","10,999","7,260",468,"17,968",168,127,90,45,"158,327","91,510","75,053","16,450","66,882","36,358","30,518","176,659","115,336","99,373","15,965","61,322","26,776","34,547",-252,"344,934","363,224","7,929,222",59.2,"486,285"
Quebec_2011,"87,125","87,098",27,"1,313,169","1,179,801","132,312","1,056","97,149","293,985","205,824","102,032","28,435","15,837","57,759","103,793","5,807","82,355","76,625","58,433","25,910","24,778","13,318","11,455","7,761",447,"17,752","1,994","2,005","1,897",105,"157,799","89,491","72,687","16,801","68,309","36,869","31,439","178,900","116,859","100,569","16,290","62,041","27,833","34,204",-152,"351,401","370,612","8,005,090",59.5,"500,988"
Quebec_2012,"87,338","87,320",18,"1,305,009","1,172,142","131,826","1,038","97,617","296,814","207,976","101,987","28,358","16,005","57,624","105,989","5,844","82,994","79,305","61,840","26,099","28,282","16,329","11,953","7,459",500,"16,965","1,644","1,474","1,549",-75,"160,283","91,482","74,119","17,363","68,801","36,955","31,846","182,553","120,431","103,696","16,735","62,122","27,512","34,610",-240,"355,254","376,119","8,061,101",60,"510,834"
Quebec_2013,"87,165","87,127",38,"1,308,171","1,176,852","130,206","1,116","98,112","300,713","212,333","104,409","28,841","16,482","59,086","107,925","5,929","82,476","76,468","59,842","24,295","28,125","16,281","11,844","7,420",455,"16,173","4,107","4,138","4,149",-14,"161,725","92,931","74,723","18,206","68,782","36,182","32,596","183,053","121,483","103,430","18,032","61,582","27,748","33,834",-53,"359,993","377,198","8,110,880",60.7,"519,531"
Quebec_2014,"86,337","86,292",45,"1,313,754","1,183,488","129,087","1,179","98,313","305,770","216,093","105,881","29,156","16,881","59,845","110,207","5,815","83,889","71,666","55,913","23,909","24,343","14,669","9,669","7,678",471,"15,281","-1,398","-1,320","-1,314",-6,"170,252","101,236","81,643","19,588","68,835","34,429","34,428","180,611","118,769","101,118","17,630","61,862","25,422","36,517",96,"365,719","377,481","8,150,183",61.6,"528,099"
Quebec_2015,"85,348","85,314",34,"1,316,289","1,187,103","127,911","1,275","99,243","308,762","219,546","107,873","30,023","17,504","60,349","111,679","5,925","83,374","70,238","54,009","23,837","23,404","13,769","9,620","6,810",416,"15,802",373,327,245,81,"173,765","104,214","84,444","19,752","69,306","35,320","33,981","183,955","122,764","103,891","18,842","61,104","23,352","37,934",-21,"368,982","379,031","8,175,272",62.5,"534,768"
Quebec_2016,"84,810","84,768",42,"1,325,913","1,196,667","127,320","1,929","100,812","315,815","224,361","110,365","31,340","17,768","61,244","114,008","6,406","85,134","69,012","54,397","24,744","22,688","13,605","9,083","7,041",306,"14,319",-936,"-1,042","-1,019",-24,"174,062","105,849","84,531","21,337","67,894","34,633","33,255","183,219","123,720","103,858","19,814","59,353","22,307","37,241",284,"374,899","384,814","8,225,950",63.6,"533,106"
Quebec_2017,"82,417","82,385",32,"1,341,285","1,210,680","128,043","2,565",,"325,272","232,139","113,827","33,026","18,320","62,441","118,306","6,346","86,928","75,403","59,055","26,575","24,174","13,208","10,911","8,378",320,"16,032","5,387","5,676","5,518",157,"176,852","107,354","85,808","21,562","69,181","34,304","34,930","197,037","133,813","113,816","20,012","63,054","24,004","39,243",-175,"385,620","400,741","8,302,063",64.6,"532,176"
Quebec_2018,"82,419","82,367",52,"1,349,298","1,216,800","129,195","3,303",,"333,526","238,449","117,096","34,395","18,985","63,663","121,355","6,662","88,596","79,299","61,543","27,575","25,223","13,489","11,669","8,819",336,"17,416","4,982","4,994","5,020",-15,"183,210","112,456","89,313","23,195","70,365","34,461","35,995","203,730","137,752","116,657","21,079","65,812","26,387","39,543",84,"396,918","412,940","8,401,738",65.7,"534,054"
Quebec_2019,"82,922","82,871",51,"1,367,124","1,231,068","131,910","4,149",,"340,038","242,710","119,467","34,989","19,343","65,084","123,259","6,712","90,768","81,977","64,491","28,559","26,607","14,582","11,965","9,402",323,"17,166","3,176","3,142","3,161",-3,"187,770","113,724","88,079","25,843","73,711","35,983","37,836","204,539","137,514","116,699","20,817","66,878","26,635","40,377",158,"408,168","422,170","8,503,483",66.8,"530,367"
Quebec_2020,"80,520","80,498",22,"1,372,902","1,234,263","134,331","4,308",,"328,701","228,850","118,546","32,922","18,784","66,838","110,678","6,865","92,612","81,153","63,585","29,367","24,859","14,665","10,163","9,410",322,"17,250","-6,550","-6,547","-6,577",-3,"173,211","103,774","80,834","23,091","69,171","34,557","34,635","188,350","123,524","106,330","17,361","64,787","25,801","39,112",-21,"387,848","410,085","8,578,300",68.1,"529,743"
Quebec_2021,"83,341","83,335",6,"1,380,750","1,234,032","136,521","10,197",,"348,054","241,192","124,496","36,021","20,941","67,519","117,065","6,973","99,351","86,993","69,917","33,158","26,630","14,448","12,225","10,080",365,"16,647",-431,"-1,364","-1,504",124,"178,152","105,758","83,157","22,670","72,177","34,774","37,599","201,163","134,484","117,954","16,937","66,627","25,816","41,019",-94,"411,001","435,360","8,604,495",69.4,"539,385"
Saskatchewan_1991,"15,284","15,276",8,,,,,,"29,107","18,218","7,991","1,444",959,"5,984","10,281",438,"10,825","7,200","6,010","1,107","4,496","3,363","1,284",223,34,"1,171",185,187,-235,772,"23,894","14,964","14,579",422,"8,912","5,369","3,261","14,804","3,968","3,313",679,"11,462","5,194","6,359",339,"50,010","36,407",,,
Saskatchewan_1992,"14,955","14,951",4,,,,,,"28,748","18,280","8,003","1,432",981,"5,978","10,337",458,"10,300","6,439","5,344","1,192","3,842","2,660","1,196",241,37,"1,069",-950,-950,-233,-957,"26,347","16,438","15,922",523,"9,871","6,123","3,479","15,225","4,270","3,567",729,"11,532","5,031","6,590",18,"47,799","35,263",,,
Saskatchewan_1993,"14,247","14,240",7,,,,,,"29,228","18,613","8,216","1,456","1,014","6,150","10,439",486,"10,418","6,456","5,227","1,182","3,610","2,706","1,031",391,37,"1,208",859,858,61,"1,109","26,553","17,305","16,660",621,"9,410","6,102","3,120","15,556","4,660","3,889",800,"11,360","4,786","6,667",-143,"50,849","35,759",,,"37,149"
Saskatchewan_1994,"13,993","13,986",7,,,,,,"29,445","19,192","8,457","1,552","1,044","6,242","10,782",356,"10,068","7,032","5,786","1,303","3,965","3,231","1,018",473,37,"1,222",102,102,39,76,"30,554","20,902","20,148",733,"10,104","7,209","2,843","16,898","5,285","4,447",859,"12,010","5,393","6,699",449,"52,840","36,570",,,"36,351"
